Id,CreationDate,PostId,RelatedPostId,LinkTypeId
30495,2011-09-05T06:54:20.083,2028,374,1
30496,2011-09-05T06:54:24.003,2028,264,1
30547,2011-09-05T08:18:44.423,2028,772,1
30598,2011-09-05T12:31:27.327,2065,1011,1
30674,2011-09-05T13:21:39.943,2026,585,1
30725,2011-09-05T13:29:32.373,2071,72,1
30726,2011-09-05T13:29:32.377,2071,1991,1
30954,2011-09-05T14:39:21.470,2077,768,1
30955,2011-09-05T14:39:21.473,2077,1812,1
30956,2011-09-05T14:39:21.473,2077,1029,1
30957,2011-09-05T14:40:30.010,2077,46,1
30958,2011-09-05T14:45:52.433,2072,1338,1
31060,2011-09-05T15:39:04.323,2076,585,1
31061,2011-09-05T15:42:02.857,2083,1534,1
31062,2011-09-05T15:42:02.857,2083,1618,1
31163,2011-09-05T16:14:37.310,2087,1348,1
31189,2011-09-05T16:38:46.130,2076,1378,1
31215,2011-09-05T16:57:48.887,1348,2089,1
31442,2011-09-05T18:26:25.877,609,443,1
31443,2011-09-05T18:43:16.413,2100,1363,1
31444,2011-09-05T19:22:48.890,2097,1589,1
31745,2011-09-05T20:28:07.380,2112,278,1
31796,2011-09-05T21:23:36.207,2113,2097,1
31847,2011-09-05T21:51:04.347,2113,160,1
31948,2011-09-05T22:02:44.403,2118,1229,1
31949,2011-09-05T22:29:10.727,2114,160,1
31950,2011-09-05T22:33:53.150,2122,2118,1
32026,2011-09-05T22:58:56.693,2124,1543,1
32027,2011-09-05T22:59:59.080,2124,49,1
32053,2011-09-05T23:10:01.783,2126,1083,1
32054,2011-09-05T23:13:35.900,2124,1055,1
32280,2011-09-06T01:27:02.777,2144,112,1
32381,2011-09-06T04:28:39.663,48,109,1
32457,2011-09-06T06:19:58.920,2091,195,1
32558,2011-09-06T08:10:29.523,2157,296,1
32584,2011-09-06T08:22:59.047,2165,15,1
32710,2011-09-06T09:10:19.037,2165,1011,1
32711,2011-09-06T09:18:52.190,2167,1311,1
32712,2011-09-06T09:18:52.190,2167,554,1
32738,2011-09-06T11:47:05.130,2076,27,1
32739,2011-09-06T13:16:41.930,2175,2170,1
32915,2011-09-06T13:48:33.967,2170,2175,1
32991,2011-09-06T14:41:08.733,2114,128,1
33042,2011-09-06T16:19:15.133,2197,2175,1
33118,2011-09-06T19:20:10.830,2214,195,1
33545,2011-09-06T22:08:20.963,2217,1092,1
33671,2011-09-07T02:18:16.490,2243,1229,1
33722,2011-09-07T05:39:30.543,2246,603,1
33898,2011-09-07T09:38:54.527,2255,1011,1
33899,2011-09-07T09:44:11.507,2255,160,1
33925,2011-09-07T10:12:05.970,2258,69,1
34026,2011-09-07T10:21:03.310,2255,2259,1
34028,2011-09-07T11:30:24.383,930,2248,1
34029,2011-09-07T11:35:21.310,2258,585,1
34055,2011-09-07T12:10:53.343,2265,2258,1
34081,2011-09-07T12:11:44.853,2258,2265,1
34232,2011-09-07T12:52:39.400,2265,585,1
34258,2011-09-07T13:54:21.783,2271,2258,1
34259,2011-09-07T13:54:21.783,2271,2265,1
34285,2011-09-07T13:55:14.280,2265,2271,1
34311,2011-09-07T14:44:48.030,2251,860,1
34412,2011-09-07T15:12:42.483,2265,2277,1
34588,2011-09-07T19:19:59.450,2295,2288,1
34639,2011-09-07T19:25:13.123,2288,2295,1
34690,2011-09-07T20:06:22.680,2300,1529,1
34691,2011-09-07T20:34:50.790,2257,92,1
34817,2011-09-07T21:00:51.827,2277,2302,1
34918,2011-09-07T21:11:11.500,2309,538,1
34994,2011-09-07T21:25:11.310,2306,2300,1
34995,2011-09-07T21:25:11.310,2306,1529,1
35421,2011-09-08T01:25:54.727,2326,843,1
35622,2011-09-08T04:23:13.303,2360,1338,1
35873,2011-09-08T07:28:00.610,2170,2277,1
36074,2011-09-08T11:45:20.380,2368,203,1
36300,2011-09-08T14:47:02.370,2405,82,1
36301,2011-09-08T14:47:02.370,2405,78,1
36302,2011-09-08T14:56:48.720,2410,2138,1
36353,2011-09-08T15:09:42.383,2414,2288,1
36404,2011-09-08T15:15:48.693,2414,708,1
36705,2011-09-08T19:14:54.293,2445,1763,1
36932,2011-09-08T19:44:15.563,2456,2446,1
37108,2011-09-08T20:04:56.357,1037,2246,1
37384,2011-09-08T20:35:17.890,1955,2464,1
37410,2011-09-08T20:42:38.450,2464,1470,1
37861,2011-09-09T07:29:28.160,2485,2469,1
37987,2011-09-09T12:39:17.660,2485,1378,1
37988,2011-09-09T13:37:47.010,2485,72,1
38239,2011-09-09T16:15:44.733,2517,2217,1
38315,2011-09-09T17:24:11.730,2538,72,1
38366,2011-09-09T18:08:20.850,2540,305,1
38542,2011-09-09T18:56:57.083,2547,72,1
38668,2011-09-09T19:08:12.433,2548,2485,1
38769,2011-09-09T19:29:47.097,2326,1589,1
38770,2011-09-09T19:36:58.563,2555,109,1
38896,2011-09-09T20:51:09.240,2561,631,1
38972,2011-09-09T21:34:42.283,2561,554,1
38973,2011-09-09T21:34:42.283,2561,17,1
39100,2011-09-09T22:26:32.543,2548,1878,1
39526,2011-09-10T15:25:10.830,2579,982,1
39527,2011-09-10T15:42:04.480,2516,1543,1
39528,2011-09-10T15:42:27.617,1543,2516,1
39804,2011-09-11T05:46:49.377,2598,2277,1
40005,2011-09-11T17:45:00.520,2618,2614,1
40031,2011-09-11T17:45:08.833,2614,2618,1
40182,2011-09-11T20:04:09.843,2622,72,1
40258,2011-09-11T20:32:20.767,2622,1878,1
40259,2011-09-11T20:40:41.733,2620,72,1
40410,2011-09-12T00:57:56.173,2622,78,1
40536,2011-09-12T04:11:55.120,2641,2609,1
40737,2011-09-12T13:55:47.507,1600,256,1
40738,2011-09-12T13:57:10.700,1600,319,1
40739,2011-09-12T13:57:10.700,1600,126,1
40740,2011-09-12T13:57:37.457,1600,20,1
40866,2011-09-12T15:29:08.800,2657,301,1
40867,2011-09-12T15:38:53.577,72,2538,1
40868,2011-09-12T16:44:09.833,2646,1158,1
40969,2011-09-12T17:36:30.873,2663,73,1
40970,2011-09-12T17:43:30.880,2663,160,1
41147,2011-09-12T19:28:42.307,2672,2622,1
41323,2011-09-12T20:37:25.857,2676,327,1
41324,2011-09-12T20:37:25.857,2676,128,1
41325,2011-09-12T20:41:11.650,2679,541,1
41376,2011-09-13T02:04:27.343,2676,1083,1
41377,2011-09-13T04:49:05.287,2675,2498,1
41478,2011-09-13T12:24:35.157,2663,2170,1
41504,2011-09-13T12:49:54.790,2697,1375,1
41580,2011-09-13T13:28:00.737,2663,2706,1
41581,2011-09-13T13:30:02.843,2707,2594,1
41632,2011-09-13T14:08:11.920,2714,1011,1
41633,2011-09-13T14:08:11.920,2714,160,1
41634,2011-09-13T14:14:43.773,2711,2622,1
41635,2011-09-13T14:14:43.777,2711,72,1
41636,2011-09-13T14:14:43.777,2711,2485,1
41662,2011-09-13T14:36:01.600,2714,456,1
41663,2011-09-13T14:36:01.600,2714,30,1
41664,2011-09-13T14:36:01.600,2714,15,1
41665,2011-09-13T14:42:01.280,2696,2711,1
41891,2011-09-13T16:59:27.087,2727,1092,1
42567,2011-09-13T21:28:03.110,2760,2757,1
42618,2011-09-13T21:31:10.653,2757,2760,1
42795,2011-09-14T08:26:29.350,2769,1148,1
42846,2011-09-14T10:23:52.677,2781,124,1
42922,2011-09-14T12:42:30.617,2785,49,1
42948,2011-09-14T13:42:03.557,2793,2769,1
42974,2011-09-14T14:03:17.620,2796,2793,1
43201,2011-09-14T16:47:52.097,2818,1793,1
43277,2011-09-14T17:33:33.870,2793,2663,1
43278,2011-09-14T17:33:33.870,2793,1375,1
43304,2011-09-14T18:38:45.773,2827,2676,1
43355,2011-09-14T18:42:03.607,2706,2206,1
43356,2011-09-14T18:42:03.610,2706,224,1
43382,2011-09-14T18:53:03.967,2827,2259,1
43483,2011-09-14T20:02:53.560,2833,2793,1
44009,2011-09-15T01:49:22.853,2836,712,1
44060,2011-09-15T11:46:08.217,2833,2663,1
44061,2011-09-15T11:46:08.217,2833,73,1
44087,2011-09-15T15:15:43.310,256,160,1
44188,2011-09-15T15:51:56.337,2871,224,1
44289,2011-09-15T17:57:27.443,2879,49,1
44290,2011-09-15T17:57:27.447,2879,2785,1
44416,2011-09-15T18:32:28.563,2885,2405,1
44743,2011-09-15T21:44:28.983,2901,2885,1
44869,2011-09-15T23:00:22.527,2901,2111,1
44870,2011-09-16T00:22:52.017,1991,1518,1
44871,2011-09-16T00:27:45.490,2904,2867,1
44922,2011-09-16T01:16:26.553,1991,1878,1
44923,2011-09-16T01:25:58.830,2904,130,1
44924,2011-09-16T01:25:58.830,2904,1177,1
44925,2011-09-16T01:25:58.830,2904,642,1
45126,2011-09-16T08:09:23.923,2900,2594,1
45127,2011-09-16T09:28:12.487,256,2133,1
45278,2011-09-16T16:57:48.077,2926,2904,1
45329,2011-09-16T17:40:36.117,2926,642,1
45430,2011-09-16T20:34:05.863,2933,2001,1
45431,2011-09-16T20:34:05.867,2933,2744,1
45733,2011-09-17T00:49:03.450,2926,75,1
45985,2011-09-17T17:19:51.037,2945,138,1
46061,2011-09-17T19:06:09.373,2950,2133,1
46162,2011-09-17T19:11:32.947,1763,1824,1
46438,2011-09-17T21:18:36.427,2077,2083,1
46689,2011-09-18T12:57:12.860,2948,1608,1
46790,2011-09-18T16:46:32.343,2964,2966,1
46917,2011-09-18T19:06:00.537,2972,2161,1
47068,2011-09-18T20:21:57.457,2975,1373,1
47069,2011-09-18T20:23:38.353,2975,2265,1
47070,2011-09-18T20:31:00.280,2968,1079,1
47096,2011-09-18T21:08:53.173,2979,2974,1
47122,2011-09-18T21:15:57.020,2974,1322,1
47123,2011-09-18T21:16:48.167,2979,4,1
47299,2011-09-19T10:12:47.200,2987,960,1
47350,2011-09-19T12:54:15.820,2994,1158,1
47451,2011-09-19T13:09:07.183,2994,2996,1
47452,2011-09-19T13:17:19.410,2997,2996,1
47528,2011-09-19T14:01:52.240,2997,2643,1
47529,2011-09-19T14:02:11.530,2996,2643,1
47530,2011-09-19T14:05:42.460,3004,2996,1
47731,2011-09-19T16:26:33.237,3013,2904,1
47733,2011-09-19T16:26:33.240,3013,1311,1
47784,2011-09-19T16:27:40.940,3013,1308,1
47835,2011-09-19T17:02:34.927,1410,2217,1
47912,2011-09-19T18:12:12.297,2981,554,1
48163,2011-09-19T20:49:04.433,3028,3033,1
48164,2011-09-19T20:49:45.150,3034,379,1
48190,2011-09-19T22:02:29.930,2994,585,1
48191,2011-09-19T22:02:29.930,2994,2277,1
48267,2011-09-19T23:18:47.000,3058,69,1
48493,2011-09-20T08:49:21.157,3067,1479,1
48494,2011-09-20T09:08:30.357,3058,119,1
48495,2011-09-20T09:08:30.357,3058,1029,1
48496,2011-09-20T09:08:30.357,3058,2258,1
48547,2011-09-20T09:30:47.527,3069,2255,1
48548,2011-09-20T09:30:47.527,3069,2259,1
48724,2011-09-20T14:41:02.377,3078,2785,1
48850,2011-09-20T15:03:38.893,1334,2,1
49001,2011-09-20T18:24:42.457,3086,753,1
49002,2011-09-20T18:24:42.457,3086,3085,1
49078,2011-09-20T19:28:33.633,3096,2,1
49079,2011-09-20T19:28:33.637,3096,1334,1
49206,2011-09-20T22:36:45.887,3104,3106,1
49632,2011-09-21T13:37:43.993,3124,3121,1
49658,2011-09-21T13:41:50.893,3124,1824,1
49659,2011-09-21T13:52:30.497,3121,1763,1
49810,2011-09-21T15:10:51.980,3122,1108,1
49961,2011-09-21T16:26:06.063,778,2697,1
50013,2011-09-21T18:04:12.540,3138,2561,1
50064,2011-09-21T18:23:25.350,3138,3143,1
50065,2011-09-21T18:26:09.783,3144,1763,1
50066,2011-09-21T18:26:09.787,3144,256,1
50067,2011-09-21T18:26:09.787,3144,126,1
50118,2011-09-21T18:27:45.577,3144,1809,1
50220,2011-09-21T18:32:49.363,3121,1824,1
50296,2011-09-21T18:59:22.500,3148,3116,1
50297,2011-09-21T18:59:22.500,3148,3096,1
50399,2011-09-21T19:10:03.663,3148,384,1
50475,2011-09-21T19:47:24.433,3152,30,1
50576,2011-09-21T20:29:01.587,778,456,1
51278,2011-09-22T12:36:11.463,3063,3189,1
51279,2011-09-22T12:36:11.463,3063,3190,1
51280,2011-09-22T13:31:30.450,3143,538,1
51356,2011-09-22T13:53:14.927,3184,3028,1
51532,2011-09-22T17:28:44.530,3213,2100,1
51533,2011-09-22T17:55:43.630,3221,1158,1
51559,2011-09-22T18:59:53.487,3227,301,1
51635,2011-09-22T19:08:48.857,3227,1,1
51636,2011-09-22T19:13:51.527,3227,22,1
51637,2011-09-22T19:24:26.390,3226,440,1
51663,2011-09-22T20:32:34.060,3226,2663,1
51814,2011-09-23T00:31:37.073,3281,1086,1
51815,2011-09-23T00:33:10.767,3281,1148,1
52116,2011-09-23T08:12:18.550,3212,604,1
52192,2011-09-23T09:01:54.273,3226,2793,1
52193,2011-09-23T09:18:06.257,3292,15,1
52319,2011-09-23T13:03:14.353,3298,1095,1
52320,2011-09-23T13:03:14.353,3298,736,1
52422,2011-09-23T13:25:28.477,3226,1108,1
52423,2011-09-23T13:31:41.193,3175,3028,1
52549,2011-09-23T17:12:46.540,3310,248,1
52575,2011-09-23T17:13:00.637,248,3310,1
52776,2011-09-23T20:25:45.290,718,3310,1
52777,2011-09-23T20:32:39.517,3144,144,1
52778,2011-09-23T20:46:02.910,3320,3144,1
52804,2011-09-23T20:50:51.860,3320,2118,1
53280,2011-09-24T06:42:26.523,3334,1229,1
53331,2011-09-24T07:44:26.563,3322,1148,1
53757,2011-09-24T17:16:45.343,3344,249,1
53758,2011-09-24T17:35:26.173,3322,327,1
53759,2011-09-24T17:35:56.650,3322,3281,1
53760,2011-09-24T17:51:11.153,3322,2259,1
54161,2011-09-24T21:20:21.150,3352,2259,1
54162,2011-09-24T21:20:21.150,3352,128,1
54163,2011-09-24T21:20:21.153,3352,2112,1
54164,2011-09-24T21:20:21.153,3352,3322,1
54490,2011-09-25T04:24:10.693,3361,696,1
54691,2011-09-25T12:36:45.967,3016,1809,1
55117,2011-09-25T20:31:57.917,3387,3310,1
55118,2011-09-25T20:31:57.917,3387,248,1
55244,2011-09-25T20:53:22.980,3388,8,1
55270,2011-09-25T20:56:00.543,3384,8,1
55271,2011-09-25T20:56:00.543,3384,3388,1
55472,2011-09-25T22:13:39.740,3351,374,1
55748,2011-09-26T04:50:56.703,3163,124,1
55925,2011-09-26T07:49:27.490,3016,3226,1
56055,2011-09-26T09:39:52.713,3387,4,1
56081,2011-09-26T11:33:20.753,3408,502,1
56107,2011-09-26T11:45:07.283,3408,1534,1
56258,2011-09-26T12:31:22.677,3388,3190,1
56259,2011-09-26T12:49:14.633,3382,1017,1
56360,2011-09-26T14:12:02.773,3414,3127,1
56586,2011-09-26T14:44:41.150,3417,538,1
56587,2011-09-26T15:05:13.377,3419,667,1
56588,2011-09-26T15:16:30.607,3430,1225,1
56689,2011-09-26T17:07:11.573,3417,3433,1
56690,2011-09-26T17:21:55.827,3384,1580,1
56816,2011-09-26T22:53:27.963,3436,3416,1
57042,2011-09-27T01:52:22.517,3433,2100,1
57268,2011-09-27T08:02:50.383,3442,124,1
57319,2011-09-27T10:34:33.627,3449,2837,1
57520,2011-09-27T14:08:18.450,3459,3458,1
57521,2011-09-27T14:21:32.473,3459,1855,1
57922,2011-09-27T19:24:31.563,3483,768,1
57923,2011-09-27T19:26:44.773,3483,1187,1
57924,2011-09-27T19:26:44.773,3483,1217,1
58275,2011-09-27T21:00:12.380,3494,1235,1
58301,2011-09-27T21:00:43.300,3494,3144,1
58477,2011-09-27T22:23:33.950,3496,3144,1
58678,2011-09-28T01:14:05.500,3502,278,1
58704,2011-09-28T01:56:12.303,3505,3443,1
58730,2011-09-28T02:12:16.243,3506,2987,1
58881,2011-09-28T02:56:19.280,3512,3505,1
59033,2011-09-28T06:41:36.240,1225,1589,1
59034,2011-09-28T09:19:17.190,2987,3506,1
59060,2011-09-28T10:35:34.117,3528,2932,1
59086,2011-09-28T11:33:28.900,3433,538,1
59137,2011-09-28T12:05:09.553,3534,1309,1
59163,2011-09-28T12:06:08.317,3534,893,1
59239,2011-09-28T12:23:50.797,3534,1159,1
59390,2011-09-28T13:47:37.427,3538,2008,1
59416,2011-09-28T14:23:59.683,3506,15,1
59892,2011-09-28T17:38:01.450,3555,3547,1
59943,2011-09-28T17:39:17.997,3547,3555,1
60144,2011-09-28T20:10:24.050,3561,440,1
60370,2011-09-28T23:50:12.160,3388,450,1
60471,2011-09-29T03:11:18.540,3561,3576,1
60622,2011-09-29T07:58:55.333,3585,3430,1
60698,2011-09-29T09:10:53.840,3575,2337,1
61224,2011-09-29T14:36:15.843,3602,4,1
61225,2011-09-29T14:36:15.843,3602,1322,1
61226,2011-09-29T14:36:15.843,3602,967,1
61227,2011-09-29T14:36:15.843,3602,2979,1
61228,2011-09-29T14:40:12.673,3307,2,1
61229,2011-09-29T14:40:12.677,3307,2706,1
61305,2011-09-29T15:19:29.597,3603,3160,1
61606,2011-09-29T18:05:52.620,3601,1054,1
62232,2011-09-30T05:58:45.850,3625,3496,1
62483,2011-09-30T07:30:15.837,3642,3307,1
62709,2011-09-30T12:13:54.667,3650,3384,1
62885,2011-09-30T12:47:48.523,3644,2981,1
63086,2011-09-30T14:17:04.570,3650,1172,1
63362,2011-09-30T18:41:41.293,3667,3654,1
63688,2011-09-30T21:08:38.060,3674,3675,1
63689,2011-09-30T21:11:32.020,3654,3667,1
63941,2011-10-01T00:39:16.340,3682,2,1
63967,2011-10-01T02:28:43.497,3689,1344,1
64193,2011-10-01T07:06:58.133,3694,3498,1
64244,2011-10-01T07:57:23.887,3696,871,1
64570,2011-10-01T16:32:44.410,3703,2161,1
64697,2011-10-01T18:58:55.000,3711,3281,1
64998,2011-10-01T22:48:35.663,3720,1630,1
65374,2011-10-02T08:06:21.057,3682,2100,1
65375,2011-10-02T08:06:21.057,3682,1824,1
65626,2011-10-02T13:18:19.400,3733,15,1
65627,2011-10-02T13:28:37.723,3734,3078,1
66503,2011-10-03T04:35:05.950,3767,2643,1
66679,2011-10-03T07:24:23.857,3767,3004,1
67230,2011-10-03T21:59:11.777,3794,3585,1
67231,2011-10-03T22:01:47.720,3794,3384,1
67232,2011-10-03T22:01:47.720,3794,3307,1
67233,2011-10-03T22:01:47.720,3794,3650,1
68160,2011-10-04T08:31:29.937,3740,585,1
68161,2011-10-04T08:42:44.133,585,3740,1
68262,2011-10-04T10:46:23.637,3693,2637,1
68539,2011-10-04T12:55:59.070,3795,3812,1
69090,2011-10-04T14:29:20.060,3814,3807,1
69091,2011-10-04T14:30:10.017,3811,3213,1
69167,2011-10-04T15:33:33.767,3825,3817,1
69744,2011-10-04T19:44:25.427,3317,1828,1
69945,2011-10-04T23:41:59.063,3837,1187,1
69971,2011-10-04T23:42:28.887,1187,3837,1
70547,2011-10-05T13:49:47.583,3853,3852,1
